Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,target
0.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,0
1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1
1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1
0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0
1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
0.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1
1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1
1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1
0.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1
0.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1
0.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1
1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1
0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1
0.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1
0.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,0
0.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0
0.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0
1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1
0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1
0.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1
1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1
1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1
0.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1
0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,0
0.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0
1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1
0.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1
0.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,0
0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
0.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,0
1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1
1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1
1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1
0.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1
0.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
0.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1
0.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1
0.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1
0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,0
0.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1
0.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1
0.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,0
1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0
0.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1
0.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1
0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
0.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0
0.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1
1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1
0.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1
1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,0
0.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1
0.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1
0.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0
0.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1
1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1
0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,0
0.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1
1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1
0.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1
0.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1
0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0
1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,0
0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0
1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1
0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1
0.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1
0.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0
0.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1
1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1
0.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1
0.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1
1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1
0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1
0.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1
0.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0
1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1
0.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,0
1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1
0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0
0.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,0
1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,0
1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1
0.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1
1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1
0.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1
1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1
1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1
1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1
1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1
0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,0
1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0
0.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1
0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1
0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,0
1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,0
1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
0.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1
1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0
1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1
1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1
0.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1
1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1
0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1
0.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1
0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,0
1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1
1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1
0.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1
0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0
0.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1
0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1
1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1
0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,0
1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1
0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1
0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1
1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1
0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
0.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1
0.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1
0.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1
0.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,0
0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0
0.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,0
0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0
1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1
1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1
1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1
0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1
0.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,0
1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1
1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1
1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1
0.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1
1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1
0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1
0.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1
0.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1
0.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1
1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1
1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0
0.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1
1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1
1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,0
0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0
1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1
0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1
0.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1
0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0
0.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0
0.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0
0.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1
0.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1
1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0
0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,0
1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,0
0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1
1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1
0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1
0.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1
0.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1
0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0
0.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1
1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1
0.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1
1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1
1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1
0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1
0.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1
1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1
1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1
0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,0
1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1
0.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1
0.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0
0.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0
0.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1
1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,0
0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
0.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1
0.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1
0.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1
0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0
0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,0
0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1
0.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0
1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1
1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1
0.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1
1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1
0.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1
0.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1
0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,0
1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1
1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1
0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,0
1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1
0.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1
0.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,0
0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,0
1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1
0.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0
1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,0
1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1
0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1
0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1
1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1
1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1
0.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1
1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1
1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0
0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0
0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0
1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0
0.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1
0.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1
0.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0
0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,0
1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1
0.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1
0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0
0.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1
1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,0
0.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,0
0.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1
1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1
0.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1
0.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1
1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1
0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1
1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1
1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1
1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,0
0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,0
1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1
0.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0
0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1
1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1
1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1
0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,0
0.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1
0.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1
0.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
0.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1
0.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1
0.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0
1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1
1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,0
1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1
0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,0
0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1
0.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1
1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0
1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1
0.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1
0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0
0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,0
0.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1
0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1
0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,0
1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1
1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1
0.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0
0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,0
0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1
1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,0
0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
0.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1
0.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1
1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1
1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1
0.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0
1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1
1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,0
1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1
0.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,0
1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1
1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1
0.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0
0.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1
0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,0
0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,0
1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
